"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","gmc_at_25","gmc_tl","drawdown_cm","alpha_g","alpha_old","alpha_s","alpha_t","Gamma_star_agt","J_at_25","RL_at_25","Tp_at_25","Vcmax_at_25","J_tl","RL_tl","Tp_tl","Vcmax_tl","atp_use","nadph_use","curvature_cj","curvature_cjp","c3_assimilation_msg","c3_optional_arguments","Ca_atmospheric","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC","gmc_tl_avg","J_tl_avg","RL_tl_avg","Tp_tl_avg","Vcmax_tl_avg","convergence","convergence_msg","feval","optimizer","operating_Ci","operating_Cc","operating_An","operating_An_model","optimum_val","alpha_g_lower","alpha_g_upper","alpha_old_lower","alpha_old_upper","alpha_s_lower","alpha_s_upper","alpha_t_lower","alpha_t_upper","Gamma_star_lower","Gamma_star_upper","gmc_at_25_lower","gmc_at_25_upper","J_at_25_lower","J_at_25_upper","RL_at_25_lower","RL_at_25_upper","Tp_at_25_lower","Tp_at_25_upper","Vcmax_at_25_lower","Vcmax_at_25_upper","gmc_tl_avg_lower","gmc_tl_avg_upper","J_tl_avg_lower","J_tl_avg_upper","RL_tl_avg_lower","RL_tl_avg_upper","Tp_tl_avg_lower","Tp_tl_avg_upper","Vcmax_tl_avg_lower","Vcmax_tl_avg_upper","n_Ac_limiting","n_Aj_limiting","n_Ap_limiting","n_Ad_limiting","Vcmax_trust","J_trust","alpha_g_trust","alpha_old_trust","alpha_s_trust","alpha_t_trust","Tp_trust","remove_unreliable_param"
"420","Inf","25","1","21","1800","Curve 105","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0","0","84.2409095528536","1.43138044937048","5.45197768617421","33.3382236236939","Inf","Inf","0","0","9.60130362826855e-05","0","0","36.9443833189131",NA,"1.43146140306078","5.45202474803667","33.3382500273574","835.214101829082","1.43299239226072","5.45711010221581","33.3813970073027","4","8","1","1","","",NA,"17","5","12","2.51202904782646e-07","1.47766414578027e-08","0.000121559209679081","0.000144684399292231","-246.269798979496","Inf",NA,"1.43299239226072","5.45711010221581","33.3813970073027",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-129.134899489748",NA,NA,"-0.000182505529991829","9.60130362826855e-05",NA,NA,NA,NA,NA,NA,NA,NA,"76.7441648531102","Inf","1.43140036790453","1.43152243821703","5.45184164256791","5.45202474803667","33.3381279570449","33.3388603789201",NA,NA,"76.822416642568","Inf","1.43293129182561","1.43305349269583","5.45692682595617","5.45711010221581","33.3812747790045","33.3820081487936","14","0","3","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 106","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","98.2661496790126","1.19515409884043","14.3762978215702","26.5904397550039","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"1.19515409365751",NA,"26.5904397569831","151.807506021144","1.19643234538385","94.1009568386903","26.6248535960414","4","8","1","1","","",NA,"17","5","12","5.43544462680632e-16","3.1973203687096e-17","5.65448527163136e-09","6.73018364460084e-09","-585.443859484496","Inf",NA,"1.19643234538385",NA,"26.6248535960414",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-298.721929742248",NA,NA,"-61.3173487095016","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"76.7839966211185","Inf","1.19515409365751","1.19515409365751","4.18372135921103","Inf","26.5904397569831","26.5904397569831",NA,NA,"76.8622890248318","Inf","1.19643234538385","1.19643234538385","4.18762370849991","Inf","26.6248535960414","26.6248535960414","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 107","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","150.589344546781","2.16280148076126","10.4309960161708","45.8170793931931","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"2.1628015526009",NA,"45.8170798716024","417.204507463122","2.16511473115505","37.1818622248489","45.8763771839912","4","8","1","1","","",NA,"17","5","12","2.28027420436056e-13","1.34133776727092e-14","1.15816137358786e-07","1.37848775969676e-07","-482.778995357987","Inf",NA,"2.16511473115505",NA,"45.8763771839912",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-247.389497678994",NA,NA,"-14.1441163770703","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"132.303883293849","Inf","2.1628015526009","2.1628015526009","1.88604589398332","Inf","45.8170798716024","45.8170798716024",NA,NA,"132.438786261909","Inf","2.16511473115505","2.16511473115505","1.88780509571337","Inf","45.8763771839912","45.8763771839912","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 108","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","9","8","0","0","0","0","103.426809002715","0.941610781941563","13.0695249793306","85.151108879596","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","103.426813216677","0.941610639482537",NA,"85.1510935459518","103.53227183008","0.942617719182008","27.999692095271","85.2612976665198","4","8","1","1","","",NA,"17","5","12","1.41417655611627e-11","8.31868562421338e-13","9.12068288244547e-07","1.085578400407e-06","-412.612822926322","Inf","103.53227183008","0.942617719182008",NA,"85.2612976665198",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-212.306411463161",NA,NA,"-5.78085600126582","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"103.426813216677","103.426813216677","0.941610639482537","0.941610639482537","5.6894057112789","Inf","85.1510935459518","85.1510935459518",NA,NA,"103.53227183008","103.53227183008","0.942617719182008","0.942617719182008","5.69471248159779","Inf","85.2612976665198","85.2612976665198","9","8","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 109","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","192.262090002745","1.77971612802939","6.24995365967974","64.8151450383011","Inf","Inf","0","0","0.000105260171986386","0","0","36.9443833189131",NA,"1.77972589955426","6.24984755361627","64.8154892324305","103.794303707107","1.78162936766402","6.25567707381191","64.8993746376859","4","8","1","1","","",NA,"17","5","12","1.6950950440214e-07","9.97114731777293e-09","9.98556323788144e-05","0.000118851975303365","-252.956782974989","Inf",NA,"1.78162936766402","6.25567707381191","64.8993746376859",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-132.478391487495",NA,NA,"0.000105260171986386","0.000105260171986386",NA,NA,NA,NA,NA,NA,NA,NA,"98.6674155715477","Inf","1.77972589955426","1.77978693471051","6.24984755361627","6.24984755361627","64.8145737050863","64.8158554433682",NA,NA,"98.7680212898381","Inf","1.78162936766402","1.78169046809913","6.25567707381191","6.25567707381191","64.8984579254493","64.8997413225805","11","0","6","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 110","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","115.440802491293","2.00990072537912","12.459624504745","30.7183747988893","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"2.0099007412235",NA,"30.7183748206526","98.0827225289786","2.01205038795599","23.340268453997","30.7581311096375","4","8","1","1","","",NA,"17","5","12","2.45960878707895e-15","1.44682869828173e-16","1.20284192572496e-08","1.43166825390258e-08","-559.779876203343","Inf",NA,"2.01205038795599",NA,"30.7581311096375",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-285.889938101672",NA,NA,"-13.2496867160132","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"88.7040626170749","Inf","2.0099007412235","2.0099007412235","4.89083635064745","Inf","30.7183748206526","30.7183748206526",NA,NA,"88.7945092542263","Inf","2.01205038795599","2.01205038795599","4.89539825860362","Inf","30.7581311096375","30.7581311096375","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 111","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","96.8838937242515","0.698207798665389","4.48403031313792","65.6626910758205","Inf","Inf","0","0","1.68224438001328e-05","0","0","36.9443833189131",NA,"0.698220707218926","4.48399281038406","65.6622609242952","85.0539815826288","0.698967474375653","4.48817523666262","65.7472422371395","4","8","1","1","","",NA,"17","5","12","6.50494830397862e-08","3.82644017881095e-09","6.18582264441113e-05","7.36260161445363e-05","-269.238715565383","Inf",NA,"0.698967474375653","4.48817523666262","65.7472422371395",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-140.619357782691",NA,NA,"1.68224438001328e-05","1.68224438001328e-05",NA,NA,NA,NA,NA,NA,NA,NA,"84.3685546554465","Inf","0.698098636906425","0.698220707218926","4.48399281038406","4.48399281038406","65.6620778188263","65.6634816274207",NA,NA,"84.4545806144023","Inf","0.698845273505437","0.698967474375653","4.48817523666262","4.48817523666262","65.7470588946922","65.7484645201217","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 112","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","0","4","0","0","0","159.465465593757","2.44660920487484","4.80069739352912","34.732894612127","Inf","Inf","0","0","0.000178658769000769","0","0","36.9443833189131",NA,"2.44652380805747","4.8005151163228","34.732651002355","71.2720266881102","2.44914043573568","4.80499277751053","34.7776026418386","4","8","1","1","","",NA,"17","5","12","1.5802494419808e-07","9.29558495282826e-09","9.64136139392579e-05","0.000114755153914062","-254.149436729049","Inf",NA,"2.44914043573568","4.80499277751053","34.7776026418386",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-133.074718364524",NA,NA,"0.000178658769000769","0.000300729081500769",NA,NA,NA,NA,NA,NA,NA,NA,"69.8636637063521","Inf","2.44652380805747","2.44658484321372","4.8005151163228","4.80057615147905","34.7322847914174","34.7328951429801",NA,NA,"69.9348998285193","Inf","2.44914043573568","2.44920153617079","4.80499277751053","4.80505386959708","34.777235956944","34.777847098435","13","0","4","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 113","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","5","12","0","0","0","0","68.371773868124","1.40264030764345","16.0596730940975","89.8357912356732","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","68.3717739119289","1.40264030779569",NA,"89.8357911588327","68.4414888364088","1.40414047200413","25.5759198014079","89.9520583017185","4","8","1","1","","",NA,"17","5","12","6.55570805576695e-16","3.8562988563335e-17","6.20991051170103e-09","7.39127191116147e-09","-582.258147820646","Inf","68.4414888364088","1.40414047200413",NA,"89.9520583017185",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-297.129073910323",NA,NA,"-4.99475924224389","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"68.3717739119289","68.3717739119289","1.40264030779569","1.40264030779569","4.01828895295933","Inf","89.8357911588327","89.8357911588327",NA,NA,"68.4414888364088","68.4414888364088","1.40414047200413","1.40414047200413","4.02203699583594","Inf","89.9520583017185","89.9520583017185","5","12","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 114","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","168.36587728255","2.15781073235208","7.33486738650128","94.2956845560111","Inf","Inf","0","0","1.23504146995045e-05","0","0","36.9443833189131",NA,"2.15771385775216","7.3348017167281","94.2952204492974","253.816593994232","2.16002159487012","7.34164322356037","94.4172590680706","4","8","1","1","","",NA,"17","5","12","8.10502323441658e-08","4.7676607261274e-09","6.9048249261856e-05","8.21838550366219e-05","-265.500060995559","Inf",NA,"2.16002159487012","7.34164322356037","94.4172590680706",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-138.75003049778",NA,NA,"1.23504146995045e-05","1.23504146995045e-05",NA,NA,NA,NA,NA,NA,NA,NA,"136.047922889265","Inf","2.15771385775216","2.15777489290841","7.3348017167281","7.3348017167281","94.294304921953","94.2955256250788",NA,NA,"136.18664344787","Inf","2.16002159487012","2.16008269530523","7.34164322356037","7.34164322356037","94.4163423558338","94.4175646388162","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 115","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0","0","166.445048425091","0.85788324852474","17.2814652800933","24.5872450704919","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131",NA,"0.857883242747875",NA,"24.5872450662994","360.79422939119","0.858800773584997","9.62504757764415","24.6190663337298","4","8","1","1","","",NA,"17","5","12","4.1315610703211e-16","2.43033004136535e-17","4.9298377674781e-09","5.86768059679539e-09","-590.106721596751","Inf",NA,"0.858800773584997",NA,"24.6190663337298",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-301.053360798375",NA,NA,"-6.87860341471321","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"70.9994627788578","Inf","0.857883242747875","0.857883242747875","5.23837886579699","Inf","24.5872450662994","24.5872450662994",NA,NA,"71.0718570126555","Inf","0.858800773584997","0.858800773584997","5.24326494263784","Inf","24.6190663337298","24.6190663337298","17","0","0","0","2","0","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 116","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","106.007301896787","2.42282807909185","4.35136454125866","71.3363640839234","Inf","Inf","0","0","4.60703700520373e-05","0","0","36.9443833189131",NA,"2.42282228312452","4.3513133453623","71.3363257182696","143.286845388177","2.42541356133916","4.35537201540293","71.4286505107409","4","8","1","1","","",NA,"17","5","12","5.66049516960355e-08","3.32970304094326e-09","5.7703579099942e-05","6.86809967021661e-05","-271.602596006057","Inf",NA,"2.42541356133916","4.35537201540293","71.4286505107409",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-141.801298003029",NA,NA,"4.60703700520373e-05","4.60703700520373e-05",NA,NA,NA,NA,NA,NA,NA,NA,"91.6587984823941","Inf","2.42282228312452","2.42282228312452","4.3513133453623","4.3513133453623","71.3358984721757","71.3367529643636",NA,NA,"91.7522579006381","Inf","2.42541356133916","2.42541356133916","4.35537201540293","4.35537201540293","71.4282227116972","71.4290783097847","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 117","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0","0","32.6928791903192","1.63093418085249","6.37119401136413","79.2820212185616","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","32.692879205231","1.63093417977248",NA,NA,"32.7262143298653","1.63267851085238","4.17273767891081","119.438233332484","4","8","1","1","","",NA,"17","5","12","1.61055197858165e-16","9.47383516812733e-18","3.07795957870264e-09","3.66350467287547e-09","-606.122053625045","Inf","32.7262143298653","1.63267851085238",NA,NA,NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-309.061026812522",NA,NA,"-1.47288663558319","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"32.692879205231","32.692879205231","1.63093417977248","1.63093417977248","0.841201065127142","Inf","52.8675287065522","Inf",NA,NA,"32.7262143298653","32.7262143298653","1.63267851085238","1.63267851085238","0.841985692040948","Inf","52.935950840257","Inf","0","17","0","0","0","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 118","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","1","6","0","0","0","88.2476820501965","1.53051355615258","5.03938680289313","63.5110435964307","Inf","Inf","0","0","8.20383360068589e-05","0","0","36.9443833189131","88.245495537277","1.53045584042502","5.03929001045437","63.5109539245536","88.335474598885","1.53209270702699","5.04399038796528","63.5931509760796","4","8","1","1","","",NA,"17","5","12","1.77727326241932e-07","1.04545486024666e-08","0.000102247487022746","0.000121698851761884","-252.151977435734","Inf","88.335474598885","1.53209270702699","5.04399038796528","63.5931509760796",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-132.075988717867",NA,NA,"8.20383360068589e-05","8.20383360068589e-05",NA,NA,NA,NA,NA,NA,NA,NA,"88.2451293263392","88.2495544631498","1.53045584042502","1.53051687558127","5.03929001045437","5.03929001045437","63.5096806104217","63.5114422058039",NA,NA,"88.3351080145422","88.3395376634206","1.53209270702699","1.5321538074621","5.04399038796528","5.04399038796528","63.591876014001","63.5936398892725","10","1","6","0","2","2","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 119","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","4","6","0","0","0","56.1659242819063","0.687953567025252","3.34870817106217","57.7360097669298","Inf","Inf","0","0","0.000169787828495709","0","0","36.9443833189131","56.1669327178312","0.688070292351883","3.34864800820184","57.7429692413394","56.2242030393199","0.688806203347555","3.35177144617764","57.8177012603803","4","8","1","1","","",NA,"17","5","12","3.590615835924e-07","2.11212696230824e-08","0.000145331585084187","0.000172979185547568","-240.196839379201","Inf","56.2242030393199","0.688806203347555","3.35177144617764","57.8177012603803",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-126.098419689601",NA,NA,"0.000108752672245708","0.000169787828495709",NA,NA,NA,NA,NA,NA,NA,NA,"56.1657147167275","56.1679092803316","0.688009257195633","0.688131327508134","3.34864800820184","3.34864800820184","57.7321636603773","57.743962706974",NA,NA,"56.2229837962877","56.2251805975673","0.688745102912447","0.688867303782663","3.35177144617764","3.35177144617764","57.8068816946354","57.8186960117765","7","4","6","0","2","2","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 120","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0","0","149.548166555329","1.66245464298641","7.5217965647392","72.9835359152639","Inf","Inf","0","0","3.47750010097022e-05","0","0","36.9443833189131",NA,"1.66259984254017","7.5218640358857","72.9855567539022","125.83798183572","1.66437804095845","7.5288800243446","73.0800160116907","4","8","1","1","","",NA,"17","5","12","5.40107361217523e-07","3.17710212480896e-08","0.000178244274096223","0.000212153121042626","-233.256181021358","Inf",NA,"1.66437804095845","7.5288800243446","73.0800160116907",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-122.628090510679",NA,NA,"-2.62601552402978e-05","3.47750010097022e-05",NA,NA,NA,NA,NA,NA,NA,NA,"118.74637822676","Inf","1.66253880738392","1.66278294800892","7.52174196557319","7.5218640358857","72.9829365720447","72.9859229648399",NA,NA,"118.867457355129","Inf","1.66431694052334","1.66456134226378","7.5287578401715","7.5288800243446","73.0773924387454","73.0803826965853","11","0","6","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 121","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0","0","132.472321489104","1.83918539323844","12.3894522028975","62.2121894874144","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","132.472322457467","1.83918546349556",NA,"62.2121896696727","132.607397173646","1.84115252532153","5.84292670022446","62.2927058364728","4","8","1","1","","",NA,"17","5","12","1.22731535804106e-13","7.21950210612391e-15","8.49676532930262e-08","1.01131735788898e-07","-493.309926751867","Inf","132.607397173646","1.84115252532153",NA,"62.2927058364728",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-252.654963375934",NA,NA,"4.96503590339622","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"132.472322457467","132.472322457467","1.83918546349556","1.83918546349556","4.10736635136917","Inf","62.2121896696727","62.2121896696727",NA,NA,"132.607397173646","132.607397173646","1.84115252532153","1.84115252532153","4.11119748083125","Inf","62.2927058364728","62.2927058364728","13","4","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 122","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","3","0","0","0","0","135.199346449808","0.729870372079313","12.6784037072957","56.8811375331134","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","135.199347272327","0.729870343777048",NA,"56.8811376016239","135.337202585207","0.730650961131656","27.782378849231","56.9547542222127","4","8","1","1","","",NA,"17","5","12","1.59187696164943e-13","9.36398212734961e-15","9.67676708790163e-08","1.15176565963214e-07","-488.888487688011","Inf","135.337202585207","0.730650961131656",NA,"56.9547542222127",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-250.444243844005",NA,NA,"-8.5556760092937","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"135.199347272327","135.199347272327","0.729870343777048","0.729870343777048","6.9016410796933","Inf","56.8811376016239","56.8811376016239",NA,NA,"135.337202585207","135.337202585207","0.730650961131656","0.730650961131656","6.90807855768168","Inf","56.9547542222127","56.9547542222127","14","3","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 123","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","7","0","0","0","0","64.4064043388935","0.920583910276182","12.2385556657799","46.3440200608457","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","64.4064044488626","0.920583858000049",NA,"46.3440190183835","64.4720761049462","0.921568448951105","8.65163498016901","46.4039983051645","4","8","1","1","","",NA,"17","5","12","8.02052114651277e-14","4.71795361559575e-15","6.86873613963715e-08","8.17543125596074e-08","-500.541911041883","Inf","64.4720761049462","0.921568448951105",NA,"46.4039983051645",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-256.270955520942",NA,NA,"-2.71241335595375","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"64.4064044488626","64.4064044488626","0.920583858000049","0.920583858000049","4.02377870632037","Inf","46.3440190183835","46.3440190183835",NA,NA,"64.4720761049462","64.4720761049462","0.921568448951105","0.921568448951105","4.02753186974237","Inf","46.4039983051645","46.4039983051645","10","7","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 124","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0","0","61.112265900732","1.14019948785193","11.5330366911739","69.9479079175508","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","61.1122663818183","1.14019952510488",NA,"69.9479086382923","61.1745791871156","1.14141900133734","4.72095513521379","70.0384365156929","4","8","1","1","","",NA,"17","5","12","3.53368539252913e-14","2.07863846619361e-15","4.55920877586628e-08","5.42654386060558e-08","-514.476165955598","Inf","61.1745791871156","1.14141900133734",NA,"70.0384365156929",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-263.238082977799",NA,NA,"-0.0641144839042791","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"61.1122663818183","61.1122663818183","1.14019952510488","1.14019952510488","3.77057921364765","Inf","69.9479086382923","69.9479086382923",NA,NA,"61.1745791871156","61.1745791871156","1.14141900133734","1.14141900133734","3.77409620626014","Inf","70.0384365156929","70.0384365156929","6","11","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 125","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","2","15","0","0","0","0","29.2806784166489","2.12221246689558","4.08244374742731","43.4515183045296","Inf","Inf","0",NA,NA,NA,NA,"36.9443833189131","29.2806787577232","2.12221242099001",NA,"43.4515031029036","29.3105346498775","2.12448218829884","2.98674431233821","43.5077388420751","4","8","1","1","","",NA,"17","5","12","2.62975345751672e-13","1.54691379853925e-14","1.24374989388512e-07","1.48035847503139e-07","-480.35489058177","Inf","29.3105346498775","2.12448218829884",NA,"43.5077388420751",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-246.177445290885",NA,NA,"-1.23093952055487","Inf",NA,NA,NA,NA,NA,NA,NA,NA,"29.2806787577232","29.2806787577232","2.12221242099001","2.12221242099001","1.48555453847256","Inf","43.4515031029036","43.4515031029036",NA,NA,"29.3105346498775","29.3105346498775","2.12448218829884","2.12448218829884","1.48694018349981","Inf","43.5077388420751","43.5077388420751","2","15","0","0","2","2","0","0","0","0","0","2"
"420","Inf","25","1","21","1800","Curve 126","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","10","0","7","0","0","0","119.393898502178","2.33050166147761","3.78878570146859","49.9483220323455","Inf","Inf","0","0","2.39493908147906e-05","0","0","36.9443833189131",NA,"2.33046193573026","3.78872332973536","49.9494619162418","72.6603510270241","2.33295443189317","3.79225724619923","50.0141074339221","4","8","1","1","","",NA,"17","5","12","2.11672111896571e-07","1.24513006997983e-08","0.000111585396445047","0.000132813187063814","-249.180582546468","Inf",NA,"2.33295443189317","3.79225724619923","50.0141074339221",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-130.590291273234",NA,NA,"0","2.39493908147906e-05",NA,NA,NA,NA,NA,NA,NA,NA,"70.2739850101447","Inf","2.33046193573026","2.33052297088651","3.78872332973536","3.78878436489161","49.9463017617526","49.9497060568669",NA,NA,"70.3456395143001","Inf","2.33295443189317","2.33301553232828","3.79225724619923","3.79231833828577","50.0109431895025","50.0143518905185","10","0","7","0","2","0","2","2","2","2","2","2"
"420","Inf","25","1","21","1800","Curve 127","269.339066927749","163.714641783332",NA,"1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","7","0","10","0","0","0","114.653243058571","1.29538598776795","2.08883947560564","86.3070525171934","Inf","Inf","0","0","2.32069671206149e-06","0","0","36.9443833189131",NA,"1.29539520433464","2.08884086526165","86.3071525117418","503.202397378114","1.29678066681602","2.0907892231864","86.4188528252105","4","8","1","1","","",NA,"17","5","12","9.84304962027609e-10","5.7900291883977e-11","7.60922413153779e-06","9.05678825535304e-06","-340.485167604242","Inf",NA,"1.29678066681602","2.0907892231864","86.4188528252105",NA,NA,"10050","optimizer_deoptim",NA,NA,NA,NA,"-176.242583802121",NA,NA,"-1e-06","2.32069671206149e-06",NA,NA,NA,NA,NA,NA,NA,NA,"76.867819929329","Inf","1.29539520433464","1.29539520433464","2.08884086526165","2.08884086526165","86.3070304414292","86.307396652367",NA,NA,"76.9461978030435","Inf","1.29678066681602","1.29678066681602","2.0907892231864","2.0907892231864","86.4187305969123","86.419097281807","7","0","10","0","2","0","2","2","2","2","2","2"
